relative_humidity_2m_(%),dew_point_2m_(EEC),apparent_temperature_(EEC),precipitation_(mm),pressure_msl_(hPa),surface_pressure_(hPa),cloud_cover_(%),cloud_cover_low_(%),cloud_cover_mid_(%),cloud_cover_high_(%),vapour_pressure_deficit_(kPa),wind_speed_10m_(km_h),wind_speed_100m_(km_h),wind_direction_10m_(EE),wind_direction_100m_(EE),wind_gusts_10m_(km_h),soil_temperature_0_to_7cm_(EEC),soil_temperature_7_to_28cm_(EEC),soil_temperature_28_to_100cm_(EEC),soil_temperature_100_to_255cm_(EEC),soil_moisture_0_to_7cm_(m?_m?),soil_moisture_7_to_28cm_(m?_m?),soil_moisture_28_to_100cm_(m?_m?),soil_moisture_100_to_255cm_(m?_m?),shortwave_radiation_(W_m?),direct_radiation_(W_m?),diffuse_radiation_(W_m?),direct_normal_irradiance_(W_m?),global_tilted_irradiance_(W_m?),terrestrial_radiation_(W_m?),is_day_(),sunshine_duration_(s),time
74.0,23.1,33.4,0.0,1011.4,987.7,39.0,8.0,3.0,100.0,1.01,6.279999999999999,13.8,274.0,271.4,26.6,27.8,24.9,25.5,25.4,0.26,0.273,0.266,0.323,752.0,606.0,146.0,743.2,752.0,1153.4,1.0,3600.0,2022-01-01T10:00
75.0,23.8,35.1,0.0,1010.9,987.2,45.0,16.0,1.0,100.0,1.074,10.2,12.9,280.0,283.0,28.8,28.9,25.2,25.5,25.4,0.257,0.271,0.2694,0.323,888.0,690.0,198.0,752.0,888.0,1297.9,1.0,3600.0,2022-01-01T11:00
75.0,24.1,35.7,1.2799999999999998,1009.9,986.2,100.0,100.0,1.0,98.0,0.98,10.0,12.5,255.0,258.0,28.4,29.8,25.6,25.5,25.4,0.255,0.27,0.265,0.323,911.0,605.0,306.0,629.7,911.0,1340.8999999999999,1.0,3600.0,2022-01-01T12:00
84.0,23.0,29.8,4.8,1010.0,986.1,81.6,46.6,41.0,100.0,0.53,13.0,17.6,273.0,271.0,33.8,29.0,25.9,25.5,25.4,0.309,0.269,0.264,0.323,615.0,208.0,407.0,220.8,615.0,1363.8200000000002,1.0,3600.0,2022-01-01T13:00
82.0,23.7,31.7,0.02,1008.9,985.1,78.0,9.0,35.4,100.0,0.62,8.1,10.7,283.0,282.0,26.3,28.6,26.1,25.5,25.4,0.302,0.271,0.264,0.323,496.0,167.0,329.0,193.6,496.0,1159.4,1.0,3600.0,2022-01-01T14:00
86.0,22.3,28.2,5.2,1009.3,985.5200000000001,100.0,76.0,60.0,100.0,0.44,12.2,17.6,289.0,285.0,33.8,28.0,26.3,25.5,25.4,0.349,0.277,0.263,0.322,438.0,126.0,312.0,173.0,438.0,1030.3,1.0,3389.84,2022-01-01T15:00
85.0,22.5,28.9,0.1,1009.1,984.9199999999998,92.0,51.0,26.0,100.0,0.48,8.1,14.8,315.0,317.0,24.5,26.8,26.4,25.5,25.4,0.326,0.284,0.263,0.322,161.0,6.0,155.0,11.0,161.0,774.9,1.0,0.0,2022-01-01T16:00
87.0,22.3,28.2,0.3,1009.5,985.5,58.0,8.0,35.8,100.0,0.42,11.2,17.1,312.0,309.0,23.0,26.1,26.4,25.5,25.4,0.317,0.287,0.263,0.322,155.0,44.0,111.0,131.9,155.0,471.9,1.0,2157.19,2022-01-01T17:00
88.0,22.0,27.9,0.0,1010.3,986.5799999999999,50.0,29.0,13.0,100.0,0.38,8.7,16.1,322.0,318.0,19.8,25.4,26.3,25.5,25.4,0.31,0.289,0.263,0.322,46.0,11.0,35.0,75.4,46.0,144.8,0.0,284.12,2022-01-01T18:00
88.0,22.5,28.6,0.0,1010.9,986.1200000000001,50.0,7.0,23.0,100.0,0.37,7.839999999999999,14.7,317.0,324.0,14.8,26.3,26.1,25.5,25.4,0.288,0.272,0.24860000000000002,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01T19:00
86.0,21.8,28.2,0.0,1011.4,987.4,39.0,8.0,3.0,100.0,0.44,7.339999999999999,14.3,309.0,315.0,13.3,25.5,26.1,25.5,25.4,0.286,0.272,0.258,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01T20:00
88.0,21.7,27.9,0.0,1011.8,987.7,41.0,12.0,1.0,100.0,0.36,6.62,11.2,312.0,302.8,11.5,25.0,26.0,25.5,25.4,0.283,0.273,0.257,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01T21:00
92.0,21.7,27.2,0.1,1011.9,987.7,52.0,18.0,12.0,96.0,0.23,4.8,8.3,297.0,288.0,7.4799999999999995,24.5,25.9,25.5,25.4,0.282,0.273,0.257,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01T22:00
93.0,21.4,26.6,0.1,1011.6,987.4,83.0,11.2,25.0,94.0,0.2,4.4,7.6,279.0,289.0,7.2,24.2,25.7,25.5,25.4,0.281,0.273,0.257,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01T23:00
89.0,21.3,26.7,0.02,1011.1,987.0,40.0,12.0,20.0,92.0,0.3,6.4,13.5,313.0,314.0,10.1,23.9,25.6,25.5,25.4,0.281,0.273,0.257,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T00:00
89.0,21.2,26.7,0.0,1010.5,986.4,72.0,33.0,33.0,75.0,0.274,6.1,14.1,298.0,308.0,13.0,23.7,25.4,25.5,25.4,0.28,0.273,0.256,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T01:00
89.0,21.1,26.5,0.0,1010.1,986.0,47.0,20.0,30.0,90.0,0.31,6.6,13.8,299.0,311.0,12.2,23.4,25.3,25.5,25.4,0.278,0.274,0.256,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T02:00
92.0,20.7,25.6,0.0,1009.9,985.7,60.0,1.0,19.0,100.0,0.22,5.2,12.7,304.0,315.0,11.5,23.1,25.1,25.5,25.4,0.277,0.274,0.256,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T03:00
90.0,20.4,25.3,0.0,1010.0,985.8,63.8,2.0,15.0,100.0,0.27,6.8,14.6,302.0,310.0,11.2,22.9,24.9,25.5,25.4,0.276,0.274,0.256,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T04:00
88.0,20.2,25.2,0.0,1010.2,986.0,37.0,1.0,23.8,100.0,0.308,6.6,15.0,311.0,316.0,13.0,22.7,24.8,25.5,25.4,0.275,0.274,0.256,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T05:00
87.0,20.4,25.5,0.0,1010.8,986.6,49.0,12.0,13.0,100.0,0.37,7.9,15.3,313.0,315.0,13.0,22.6,24.6,25.5,25.4,0.274,0.273,0.255,0.322,13.0,1.0,12.0,10.2,13.0,76.5,1.0,0.0,2022-01-02T06:00
84.0,21.7,28.2,0.0,1011.2,987.2,31.0,0.0,2.0,100.0,0.48,7.1,11.8,300.0,310.0,13.0,23.8,24.5,25.5,25.4,0.271,0.272,0.255,0.322,146.0,68.0,78.0,283.1,146.0,339.8,1.0,3600.0,2022-01-02T07:00
80.0,22.0,29.7,0.0,1011.6,987.7,32.0,2.0,1.0,100.0,0.67,6.3,8.1,283.0,304.0,19.2,25.0,24.5,25.5,25.4,0.27,0.272,0.255,0.322,353.0,186.0,167.0,400.7,353.0,656.7,1.0,3600.0,2022-01-02T08:00
78.0,22.2,30.1,0.0,1011.9,988.0,64.0,26.0,18.0,100.0,0.76,9.4,11.9,272.0,275.0,20.5,26.1,24.6,25.4,25.4,0.268,0.271,0.254,0.322,514.0,255.0,259.0,386.3,514.0,933.8,1.0,3600.0,2022-01-02T09:00
76.0,22.4,31.1,0.4,1011.5,987.7,67.0,25.0,24.0,100.0,0.87,10.0,12.4,257.0,226.0,22.82,27.1,24.8,25.4,25.4,0.269,0.27,0.254,0.322,622.0,280.0,342.0,343.7,622.0,1152.5,1.0,3600.0,2022-01-02T10:00
79.0,23.9,33.8,0.2,1010.9,987.1,50.0,14.2,18.0,100.0,0.77,9.6,12.0,236.0,236.8,25.2,28.2,25.1,25.4,25.4,0.267,0.27,0.253,0.322,782.0,494.0,288.0,538.5,782.0,1289.8200000000002,1.0,3600.0,2022-01-02T11:00
70.4,23.4,32.6,0.18,1010.4,986.6,67.0,19.0,33.0,100.0,0.68,11.4,14.7,246.0,248.0,27.4,28.9,25.4,25.4,25.4,0.265,0.268,0.253,0.321,827.0,600.0,227.0,624.3,827.0,1359.4,1.0,3600.0,2022-01-02T12:00
81.0,24.0,32.9,0.0,1009.7,985.86,100.0,100.0,13.0,100.0,0.71,10.3,13.0,233.4,236.0,28.060000000000002,29.2,25.7,25.4,25.4,0.262,0.267,0.252,0.321,677.0,378.0,299.0,400.9,677.0,1333.7,1.0,3600.0,2022-01-02T13:00
81.0,23.1,31.0,0.1,1009.2,985.4,100.0,87.0,71.0,100.0,0.68,13.0,16.7,246.0,245.0,26.119999999999997,29.3,26.0,25.4,25.4,0.26,0.266,0.252,0.321,667.0,390.0,277.0,451.4,667.0,1222.1,1.0,3600.0,2022-01-02T14:00
82.0,23.4,31.1,0.0,1008.7,986.36,65.8,35.0,23.0,100.0,0.65,9.7,12.2,239.0,242.0,22.52,29.0,26.2,25.4,25.4,0.258,0.265,0.252,0.321,517.0,312.0,205.0,427.5,517.0,1032.3,1.0,3600.0,2022-01-02T15:00
86.0,23.2,30.2,0.2,1008.8,984.9,100.0,58.2,27.4,100.0,0.46,7.8,10.0,257.0,255.0,26.6,28.4,26.4,25.5,25.4,0.259,0.265,0.251,0.321,349.0,167.0,182.0,303.9,349.0,777.2,1.0,3600.0,2022-01-02T16:00
89.0,23.1,29.4,0.0,1009.1,985.2,63.6,95.0,13.0,100.0,0.36,8.2,10.8,260.8,233.0,20.2,27.6,26.5,25.5,25.4,0.258,0.264,0.2854,0.321,184.0,69.0,115.0,205.8,184.0,474.2,1.0,3600.0,2022-01-02T17:00
91.0,22.4,28.3,0.08,1010.0,986.0,100.0,41.8,36.0,100.0,0.27,5.5,10.5,293.0,274.0,18.7,26.5,26.5,25.5,25.4,0.26,0.264,0.251,0.321,39.0,7.0,32.0,47.7,39.0,146.0,0.0,0.0,2022-01-02T18:00
92.0,22.4,28.2,0.1,1010.1,986.1600000000001,57.0,17.6,7.0,100.0,0.24,5.0,8.5,291.0,282.0,9.7,27.2,26.3,25.5,25.4,0.257,0.267,0.251,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T19:00
91.0,22.4,28.4,0.0,1011.1,987.0,100.0,100.0,9.0,100.0,0.26,3.7400000000000007,7.1,297.0,294.0,7.6,26.1,26.3,25.5,25.4,0.257,0.267,0.25,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T20:00
90.0,22.2,28.3,0.1,1011.5,987.4,100.0,100.0,53.8,100.0,0.31199999999999994,5.4,9.0,307.0,299.0,8.6,25.4,26.2,25.5,25.4,0.258,0.267,0.25,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T21:00
90.0,22.1,27.8,0.1,1011.7,987.6,63.8,100.0,4.0,100.0,0.3,7.1,11.4,311.0,294.0,11.9,25.0,26.1,25.5,25.4,0.258,0.266,0.25,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T22:00
90.0,22.0,27.3,0.1,1011.6,987.5,90.0,64.0,4.0,99.0,0.28,8.7,13.5,318.0,304.0,14.0,24.6,26.0,25.5,25.4,0.258,0.266,0.25,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-02T23:00
91.0,21.7,26.5,0.1,1011.0,986.9,100.0,89.0,7.0,100.0,0.25,10.6,16.3,325.0,319.0,17.3,24.3,25.9,25.5,25.4,0.259,0.266,0.249,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T00:00
88.0,21.7,26.1,0.0,1010.6,986.5,100.0,99.0,3.0,100.0,0.25,12.4,19.0,330.0,323.0,18.86,24.1,25.7,25.5,25.4,0.259,0.266,0.249,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T01:00
91.0,21.5,25.8,0.0,1010.0,985.9,82.0,53.0,7.0,100.0,0.26,13.2,21.5,331.0,318.6,21.5,23.9,25.6,25.5,25.4,0.258,0.266,0.249,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T02:00
90.0,21.5,26.0,0.0,1010.1,986.0,52.0,19.0,8.0,100.0,0.27,10.66,20.0,328.0,321.0,22.0,23.8,25.4,25.5,25.4,0.258,0.265,0.249,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T03:00
90.0,21.3,25.6,0.04,1010.0,985.9,46.0,9.8,2.0,100.0,0.378,12.7,21.0,331.0,325.0,22.0,23.6,25.3,25.5,25.4,0.258,0.265,0.248,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T04:00
89.0,21.0,25.8,0.0,1010.4,986.3,60.2,17.0,22.6,100.0,0.3,10.0,17.4,325.0,322.0,21.2,23.5,25.1,25.5,25.4,0.258,0.265,0.248,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T05:00
89.0,21.0,25.9,0.0,1011.0,984.74,45.0,10.8,0.0,100.0,0.31,9.5,15.7,331.0,328.0,16.6,23.3,25.0,25.5,25.4,0.257,0.265,0.248,0.321,13.0,1.0,12.0,10.3,13.0,75.2,1.0,0.0,2022-01-03T06:00
86.0,21.7,27.4,0.0,1011.6,987.5,38.0,8.0,2.0,100.0,0.366,7.32,15.3,316.2,317.0,18.0,24.4,24.9,25.5,25.4,0.253,0.261,0.247,0.32,128.0,28.0,100.0,117.4,128.0,337.3,1.0,1722.54,2022-01-03T07:00
81.0,21.7,28.6,0.06000000000000001,1012.3,988.3,54.6,11.0,4.0,100.0,0.61,7.4,12.5,318.0,316.0,16.62,25.0,24.9,25.5,25.4,0.253,0.261,0.247,0.32,291.0,85.0,206.0,183.7,291.0,654.6,1.0,3600.0,2022-01-03T08:00
77.0,21.8,29.8,0.0,1012.6,988.7,42.0,13.0,0.0,100.0,0.77,7.6,9.8,278.0,278.0,19.8,25.9,25.0,25.5,25.4,0.251,0.26,0.247,0.32,420.0,123.0,297.0,186.6,420.0,932.3,1.0,3600.0,2022-01-03T09:00
74.0,21.8,30.4,1.8400000000000003,1011.8,987.9,38.0,9.0,0.0,100.0,0.92,8.4,10.6,250.0,252.0,20.2,26.8,25.1,25.5,25.4,0.249,0.259,0.246,0.32,545.0,171.0,374.0,210.1,545.0,1151.6,1.0,3600.0,2022-01-03T10:00
69.0,21.6,32.1,0.0,1011.1,987.3,36.0,7.0,0.0,100.0,1.15,10.0,12.6,244.0,246.0,23.0,27.9,25.3,25.5,25.4,0.246,0.258,0.246,0.32,737.0,318.0,419.0,346.7,737.0,1297.4,1.0,3600.0,2022-01-03T11:00
66.0,21.4,33.0,0.04,1010.4,986.7,33.0,5.2,0.0,100.0,1.31,10.3,12.8,245.0,248.0,23.8,28.7,25.6,25.5,25.4,0.243,0.257,0.245,0.32,804.0,394.0,410.0,409.9,804.0,1359.9,1.0,3600.0,2022-01-03T12:00
64.0,21.0,32.8,0.0,1009.9,985.3399999999999,50.4,26.2,20.4,100.0,1.42,11.2,14.2,237.0,240.0,24.8,29.2,25.8,25.5,25.4,0.24,0.255,0.245,0.32,797.0,333.0,464.0,352.9,797.0,1334.8,1.0,3600.0,2022-01-03T13:00
64.0,21.0,32.6,0.04,1009.3,985.6,57.2,20.0,7.0,100.0,1.38,13.0,16.7,236.0,237.0,24.2,29.6,26.1,25.5,25.4,0.237,0.254,0.244,0.32,849.0,618.0,231.0,714.4,849.0,1223.7,1.0,3600.0,2022-01-03T14:00
67.0,21.1,31.0,0.0,1009.0,984.8399999999999,54.0,21.0,16.8,100.0,0.986,12.8,16.7,232.0,235.8,28.1,29.5,26.4,25.5,25.4,0.234,0.253,0.244,0.32,678.0,471.0,207.0,644.2,678.0,1034.3,1.0,3600.0,2022-01-03T15:00
69.0,21.0,29.9,0.0,1009.0,985.2,43.0,12.0,4.0,100.0,1.11,10.9,14.5,236.0,241.6,16.8,29.0,26.6,25.5,25.4,0.233,0.252,0.243,0.32,488.0,349.0,139.0,633.4,488.0,779.5,1.0,3600.0,2022-01-03T16:00
75.0,21.6,30.2,0.0,1009.5,985.7,48.4,22.2,5.0,100.0,0.86,6.3,10.3,246.0,241.0,19.3,28.1,26.7,25.5,25.4,0.232,0.251,0.243,0.32,249.0,154.0,95.0,457.1,249.0,476.5,1.0,3600.0,2022-01-03T17:00
76.0,21.1,29.5,0.0,1010.2,986.3,52.6,12.0,6.0,100.0,0.79,4.4,6.6,261.0,248.0,11.5,26.9,26.7,25.5,25.4,0.232,0.251,0.243,0.32,54.0,24.0,30.0,162.6,54.0,147.2,0.0,1936.12,2022-01-03T18:00
85.0,21.0,27.3,0.0,1010.6,986.5,33.6,5.0,2.0,100.0,0.43,4.8,6.1,330.0,273.0,5.4,27.3,26.7,25.5,25.4,0.229,0.254,0.243,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T19:00
85.0,20.8,26.8,0.0,1011.2,987.1,59.2,25.8,0.0,100.0,0.43,5.0200000000000005,8.7,335.0,318.0,8.3,26.0,26.6,25.5,25.4,0.229,0.254,0.243,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T20:00
86.6,20.2,26.5,0.24,1011.4,987.3,37.8,11.0,0.0,98.0,0.53,6.8,11.4,342.0,332.0,14.38,25.1,26.5,25.5,25.4,0.23,0.253,0.26539999999999997,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T21:00
80.0,19.6,25.9,0.0,1011.9,987.8,31.0,2.0,0.0,96.0,0.58,7.5,11.5,277.0,321.0,12.6,24.6,26.3,25.5,25.4,0.23,0.253,0.242,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T22:00
81.0,19.0,24.8,0.0,1012.0,987.8,35.0,6.0,0.0,100.0,0.52,7.5,12.3,343.0,322.0,13.3,24.1,26.2,25.5,25.4,0.23,0.253,0.242,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-03T23:00
81.0,18.9,24.4,0.0,1011.7,987.5,63.0,15.0,29.6,100.0,0.51,8.82,13.3,339.0,322.0,15.76,23.8,26.0,25.5,25.4,0.231,0.252,0.242,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T00:00
83.0,18.9,23.9,0.0,1011.2,987.0,42.0,22.0,3.0,100.0,0.42800000000000005,8.9,13.8,333.0,317.0,16.42,23.5,25.8,25.5,25.4,0.231,0.252,0.242,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T01:00
85.0,19.0,23.7,0.0,1010.9,986.7,46.0,14.4,3.0,100.0,0.4,9.2,13.0,334.0,318.0,14.76,23.3,25.6,25.5,25.4,0.231,0.252,0.241,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T02:00
87.0,19.1,24.0,0.0,1010.9,986.6,58.0,28.0,4.8,100.0,0.33,5.9,9.7,322.0,301.0,15.1,23.1,25.4,25.5,25.4,0.231,0.252,0.241,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T03:00
90.0,19.1,23.4,0.0,1011.1,986.8,44.0,11.0,18.0,100.0,0.25,5.4,6.8,312.0,295.0,9.7,22.8,25.2,25.5,25.4,0.232,0.251,0.241,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T04:00
87.0,19.0,23.6,0.0,1011.4,987.1,43.0,10.0,6.0,100.0,0.33,7.1,10.5,332.0,321.0,11.359999999999998,22.5,25.0,25.5,25.4,0.232,0.251,0.24,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-04T05:00
85.0,19.5,24.2,0.0,1011.8,987.6,38.0,8.0,1.0,100.0,0.39,6.44,15.1,338.0,327.0,17.3,22.6,24.8,25.5,25.4,0.232,0.251,0.24,0.319,15.0,4.0,11.0,41.8,15.0,73.8,1.0,0.0,2022-01-04T06:00
82.0,21.2,28.1,0.0,1012.1,988.1,34.0,4.0,1.0,100.0,0.57,6.8,9.5,335.0,331.0,18.4,23.5,24.7,25.5,25.4,0.231,0.249,0.24,0.319,165.0,87.0,78.0,367.5,165.0,324.2,1.0,3600.0,2022-01-04T07:00
74.0,21.4,30.2,0.0,1012.9,989.0,33.0,3.0,0.0,100.0,0.88,9.719999999999999,6.2,297.0,306.0,19.36,24.9,24.7,25.5,25.4,0.23,0.249,0.24,0.319,368.0,202.0,166.0,437.9,368.0,652.6,1.0,3600.0,2022-01-04T08:00
71.0,21.5,31.4,0.02,1012.9,989.0,43.0,15.8,1.0,100.0,1.03,4.5,5.2,241.0,245.0,14.8,26.5,24.8,25.5,25.4,0.228,0.248,0.24,0.319,575.0,347.0,228.0,527.3,575.0,930.8,1.0,3600.0,2022-01-04T09:00
69.0,21.5,32.5,0.0,1012.6,988.8,46.0,10.2,22.0,100.0,1.15,5.4,6.6,228.0,228.8,16.9,27.7,25.0,25.5,25.4,0.226,0.247,0.239,0.319,700.0,430.0,270.0,528.6,700.0,1150.7,1.0,3600.0,2022-01-04T10:00
67.0,21.5,33.9,0.0,1012.1,988.3,41.0,7.0,8.0,100.0,1.27,5.9,7.1,236.4,221.0,18.0,28.8,25.3,25.5,25.4,0.224,0.245,0.239,0.319,838.0,572.0,266.0,623.8,838.0,1297.2,1.0,3600.0,2022-01-04T11:00
66.0,21.7,34.0,0.0,1011.3,987.6,43.0,9.0,8.0,100.0,1.31,7.8,9.3,214.0,216.0,20.2,29.6,25.6,25.5,25.4,0.221,0.244,0.26080000000000003,0.319,851.0,660.0,191.0,686.3,851.0,1360.4,1.0,3600.0,2022-01-04T12:00
65.0,21.6,34.2,0.0,1010.5,986.8,45.0,8.0,13.0,100.0,1.37,9.5,11.6,209.0,210.0,24.220000000000002,30.1,25.9,25.5,25.4,0.219,0.242,0.237,0.319,900.0,647.0,253.0,685.1,900.0,1335.9,1.0,3600.0,2022-01-04T13:00
67.0,21.7,32.9,0.1,1009.7,986.0,50.0,15.0,10.0,100.0,1.29,11.3,14.2,211.0,210.0,21.58,30.2,26.3,25.5,25.4,0.216,0.241,0.237,0.319,779.0,594.0,185.0,685.7,779.0,1225.3,1.0,3600.0,2022-01-04T14:00
70.0,21.8,31.1,0.1,1009.3,985.6,51.0,15.0,13.0,100.0,1.1,11.3,14.7,211.0,211.0,25.9,29.8,26.5,25.5,25.4,0.215,0.239,0.236,0.319,603.0,475.0,128.0,648.4,603.0,983.9199999999998,1.0,3600.0,2022-01-04T15:00
71.0,21.5,30.3,0.0,1009.1,985.3,56.0,12.0,10.0,100.0,1.02,10.6,14.0,200.0,198.0,24.8,29.2,26.7,25.5,25.4,0.214,0.239,0.236,0.319,441.0,299.0,142.0,541.1,441.0,781.7,1.0,3600.0,2022-01-04T16:00
77.0,21.9,30.0,0.0,1009.6,985.7,60.6,15.0,25.0,100.0,0.78,7.9,12.6,196.0,193.0,22.3,28.2,26.9,25.5,25.4,0.213,0.238,0.236,0.319,200.0,89.0,111.0,262.9,200.0,478.8,1.0,3600.0,2022-01-04T17:00
89.4,22.6,29.0,0.19999999999999998,1010.4,986.4,56.2,37.0,6.0,100.0,0.35,6.2,8.4,234.0,220.0,14.4,27.2,26.9,25.5,25.4,0.214,0.238,0.2702,0.318,50.0,15.0,35.0,101.1,50.0,148.3,0.0,783.02,2022-01-04T18:00
